ThreadID, cIDX, Time, cycles, deltaT, RX, OnRX, TX, SupTX, OnTX, Idle, OnIdle, Blocked, CacheMiss, CacheHit, CacheWB, CPUIdle, RX/s, TX/s, Sup/s
9935, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
9935, 0, 1.000039, 210008222, 1.000039, 27194, 27194, 27204, 0, 6801, 0, 0, 0, 653296, 182139391, 270653, 29001407, 27192.935332, 27202.934940, 0.000000
9935, 1, 2.000054, 210003189, 1.000015, 27131, 27131, 27116, 0, 6779, 0, 0, 0, 564272, 182153733, 231895, 29051664, 27130.588003, 27115.588230, 0.000000
9935, 2, 3.000074, 210004194, 1.000020, 27175, 27175, 27188, 0, 6797, 0, 0, 12, 541167, 182090835, 219083, 29119842, 27174.457287, 27187.457028, 0.000000
9935, 3, 4.000080, 210001297, 1.000006, 27189, 27189, 27182, 0, 6796, 0, 0, 3, 525382, 182035060, 211005, 29228943, 27188.832077, 27181.832120, 0.000000
9935, 4, 5.000144, 210013334, 1.000063, 27090, 27090, 27090, 0, 6772, 0, 0, 7, 517005, 181898112, 206087, 29625636, 27088.280023, 27088.280023, 0.000000
9935, 5, 6.000161, 210003653, 1.000017, 27027, 27027, 27022, 0, 6756, 0, 0, 2, 508176, 181694779, 202447, 29912760, 27026.529867, 27021.529954, 0.000000
9935, 6, 7.000313, 210031793, 1.000151, 27173, 27173, 27174, 0, 6793, 0, 0, 8, 510730, 181860187, 202158, 29750361, 27168.886760, 27169.886609, 0.000000
9935, 7, 8.000380, 210014019, 1.000067, 27051, 27051, 27060, 0, 6765, 0, 0, 0, 511001, 181959780, 203225, 29508568, 27049.194273, 27058.193672, 0.000000
