ThreadID, cIDX, Time, cycles, deltaT, RX, OnRX, TX, SupTX, OnTX, Idle, OnIdle, Blocked, CacheMiss, CacheHit, CacheWB, CPUIdle, RX/s, TX/s, Sup/s
253, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
253, 0, 1.000102, 210021425, 1.000102, 27280, 27280, 27280, 0, 6820, 0, 0, 1, 0, 0, 0, 29176854, 27277.217074, 27277.217074, 0.000000
253, 1, 2.000126, 210005125, 1.000024, 27141, 27141, 27144, 0, 6786, 0, 0, 1, 0, 0, 0, 29124993, 27140.337647, 27143.337573, 0.000000
253, 2, 3.000362, 210049555, 1.000236, 27097, 27097, 27096, 0, 6774, 0, 0, 1, 0, 0, 0, 29335694, 27090.607262, 27089.607498, 0.000000
253, 3, 4.000390, 210005815, 1.000028, 27191, 27191, 27188, 0, 6797, 0, 0, 1, 0, 0, 0, 29266004, 27190.247089, 27187.247172, 0.000000
253, 4, 5.000406, 210003393, 1.000016, 27120, 27120, 27124, 0, 6781, 0, 0, 0, 0, 0, 0, 29488828, 27119.561825, 27123.561761, 0.000000
253, 5, 6.000689, 210059480, 1.000283, 27093, 27093, 27088, 0, 6772, 0, 0, 0, 0, 0, 0, 29961491, 27085.328403, 27080.329819, 0.000000
253, 6, 7.000753, 210013380, 1.000064, 27202, 27202, 27212, 0, 6803, 0, 0, 0, 0, 0, 0, 29809388, 27200.266954, 27210.266317, 0.000000
253, 7, 8.000761, 210001738, 1.000008, 27089, 27089, 27076, 0, 6769, 0, 0, 0, 0, 0, 0, 29665494, 27088.775808, 27075.775916, 0.000000
