ThreadID, cIDX, Time, cycles, deltaT, RX, OnRX, TX, SupTX, OnTX, Idle, OnIdle, Blocked, CacheMiss, CacheHit, CacheWB, CPUIdle, RX/s, TX/s, Sup/s
9788, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
9788, 0, 1.000003, 210000604, 1.000003, 27230, 27230, 27232, 0, 6808, 0, 0, 0, 0, 0, 0, 28352423, 27229.921682, 27231.921676, 0.000000
9788, 1, 2.000199, 210041190, 1.000196, 27143, 27143, 27152, 0, 6788, 0, 0, 0, 0, 0, 0, 28175387, 27137.677138, 27146.675374, 0.000000
9788, 2, 3.000420, 210046322, 1.000221, 27153, 27153, 27144, 0, 6786, 0, 0, 7, 0, 0, 0, 28449873, 27147.011886, 27138.013871, 0.000000
9788, 3, 4.000431, 210002354, 1.000011, 27030, 27030, 27030, 0, 6758, 0, 0, 10, 0, 0, 0, 28602856, 27029.697010, 27029.697010, 0.000000
9788, 4, 5.000434, 210000728, 1.000003, 27108, 27108, 27104, 0, 6776, 0, 0, 11, 0, 0, 0, 28798664, 27107.906026, 27103.906040, 0.000000
9788, 5, 6.000533, 210020745, 1.000099, 27136, 27136, 27134, 0, 6783, 0, 0, 3, 0, 0, 0, 29119641, 27133.319616, 27131.319813, 0.000000
9788, 6, 7.000564, 210006533, 1.000031, 27018, 27018, 27016, 0, 6754, 0, 0, 0, 0, 0, 0, 28823187, 27017.159509, 27015.159571, 0.000000
9788, 7, 8.000591, 210005541, 1.000026, 27143, 27143, 27152, 0, 6788, 0, 0, 0, 0, 0, 0, 28681321, 27142.283831, 27151.283594, 0.000000
