ThreadID, cIDX, Time, cycles, deltaT, RX, OnRX, TX, SupTX, OnTX, Idle, OnIdle, Blocked, CacheMiss, CacheHit, CacheWB, CPUIdle, RX/s, TX/s, Sup/s
9203, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
9203, 0, 1.000095, 210020023, 1.000095, 31550, 31550, 31540, 0, 7885, 0, 0, 0, 0, 0, 0, 30860349, 31546.992069, 31536.993023, 0.000000
9203, 1, 2.000104, 210001808, 1.000009, 31703, 31703, 31724, 0, 7931, 0, 0, 5, 0, 0, 0, 30809410, 31702.727055, 31723.726874, 0.000000
9203, 2, 3.000113, 210001979, 1.000009, 31707, 31707, 31681, 0, 7921, 0, 0, 3, 0, 0, 0, 30978603, 31706.701202, 31680.701447, 0.000000
9203, 3, 4.000118, 210001008, 1.000005, 31679, 31679, 31684, 0, 7921, 0, 0, 5, 0, 0, 0, 30804466, 31678.847942, 31683.847918, 0.000000
9203, 4, 5.000197, 210016450, 1.000078, 31652, 31652, 31679, 0, 7919, 0, 0, 5, 0, 0, 0, 31399185, 31649.520788, 31676.518673, 0.000000
9203, 5, 6.000254, 210012129, 1.000058, 31594, 31594, 31584, 0, 7896, 0, 0, 0, 0, 0, 0, 31283057, 31592.175326, 31582.175904, 0.000000
9203, 6, 7.000256, 210000292, 1.000001, 31717, 31717, 31720, 0, 7930, 0, 0, 1, 0, 0, 0, 31542684, 31716.955898, 31719.955894, 0.000000
9203, 7, 8.000640, 210080715, 1.000384, 31680, 31680, 31660, 0, 7915, 0, 0, 0, 0, 0, 0, 31158617, 31667.828244, 31647.835928, 0.000000
