ThreadID, cIDX, Time, cycles, deltaT, RX, OnRX, TX, SupTX, OnTX, Idle, OnIdle, Blocked, CacheMiss, CacheHit, CacheWB, CPUIdle, RX/s, TX/s, Sup/s
10906, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
10906, 0, 1.000035, 210007338, 1.000035, 27274, 27274, 27280, 0, 6820, 0, 0, 0, 0, 0, 0, 29742387, 27273.047002, 27279.046792, 0.000000
10906, 1, 2.000037, 210000431, 1.000002, 27138, 27138, 27124, 0, 6781, 0, 0, 0, 0, 0, 0, 29755896, 27137.944303, 27123.944331, 0.000000
10906, 2, 3.000198, 210033739, 1.000161, 27114, 27114, 27124, 0, 6781, 0, 0, 6, 0, 0, 0, 29919461, 27109.644513, 27119.642907, 0.000000
10906, 3, 4.000496, 210062689, 1.000299, 27146, 27146, 27138, 0, 6785, 0, 0, 3, 0, 0, 0, 29934964, 27137.898820, 27129.901208, 0.000000
10906, 4, 5.000591, 210019906, 1.000095, 27182, 27182, 27186, 0, 6796, 0, 0, 9, 0, 0, 0, 30240377, 27179.423649, 27183.423270, 0.000000
10906, 5, 6.000680, 210018658, 1.000089, 27054, 27054, 27052, 0, 6763, 0, 0, 4, 0, 0, 0, 30685337, 27051.596530, 27049.596708, 0.000000
10906, 6, 7.000784, 210021965, 1.000105, 27206, 27206, 27204, 0, 6801, 0, 0, 0, 0, 0, 0, 30530381, 27203.154680, 27201.154889, 0.000000
10906, 7, 8.000820, 210007379, 1.000035, 27102, 27102, 27108, 0, 6777, 0, 0, 0, 0, 0, 0, 30378679, 27101.047721, 27107.047510, 0.000000
