ThreadID, cIDX, Time, cycles, deltaT, RX, OnRX, TX, SupTX, OnTX, Idle, OnIdle, Blocked, CacheMiss, CacheHit, CacheWB, CPUIdle, RX/s, TX/s, Sup/s
1148, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1148, 0, 1.000001, 210000202, 1.000001, 26131, 26131, 26129, 0, 6817, 0, 0, 1, 0, 0, 0, 30888097, 26130.974864, 26128.974866, 0.000000
1148, 1, 2.000008, 210001432, 1.000007, 26041, 26041, 26041, 0, 6793, 0, 0, 3, 0, 0, 0, 30946913, 26040.822426, 26040.822426, 0.000000
1148, 2, 3.000012, 210000888, 1.000004, 25963, 25963, 25966, 0, 6774, 0, 0, 6, 0, 0, 0, 31118085, 25962.890214, 25965.890201, 0.000000
1148, 3, 4.000183, 210035914, 1.000171, 26039, 26039, 26030, 0, 6791, 0, 0, 10, 0, 0, 0, 30890964, 26034.547596, 26025.549135, 0.000000
1148, 4, 5.000296, 210023821, 1.000113, 25924, 25924, 25932, 0, 6764, 0, 0, 6, 0, 0, 0, 31289032, 25921.059688, 25929.058780, 0.000000
1148, 5, 6.000377, 210016976, 1.000081, 25949, 25949, 25956, 0, 6770, 0, 0, 4, 0, 0, 0, 31473507, 25946.902502, 25953.901936, 0.000000
1148, 6, 7.000392, 210003173, 1.000015, 25995, 25995, 25991, 0, 6782, 0, 0, 0, 0, 0, 0, 31346204, 25994.607234, 25990.607294, 0.000000
1148, 7, 8.000654, 210054877, 1.000261, 25953, 25953, 25942, 0, 6768, 0, 0, 0, 0, 0, 0, 31377942, 25946.219759, 25935.222632, 0.000000
