ThreadID, cIDX, Time, cycles, deltaT, RX, OnRX, TX, SupTX, OnTX, Idle, OnIdle, Blocked, CacheMiss, CacheHit, CacheWB, CPUIdle, RX/s, TX/s, Sup/s
9863, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
9863, 0, 1.000015, 210003203, 1.000015, 30466, 30466, 30471, 0, 7899, 0, 0, 0, 656905, 182145720, 273831, 31496615, 30465.535328, 30470.535252, 0.000000
9863, 1, 2.000023, 210001713, 1.000008, 30579, 30579, 30575, 0, 7928, 0, 0, 2, 567663, 182137400, 232091, 31669562, 30578.750565, 30574.750597, 0.000000
9863, 2, 3.000034, 210002243, 1.000011, 30569, 30569, 30566, 0, 7925, 0, 0, 8, 553568, 182088096, 225461, 31804250, 30568.673497, 30565.673529, 0.000000
9863, 3, 4.000044, 210002127, 1.000010, 30453, 30453, 30460, 0, 7897, 0, 0, 14, 548245, 181992803, 223233, 32043150, 30452.691558, 30459.691487, 0.000000
9863, 4, 5.000114, 210014602, 1.000070, 30607, 30607, 30605, 0, 7934, 0, 0, 7, 539332, 181886851, 218739, 32243562, 30604.871941, 30602.872080, 0.000000
9863, 5, 6.000148, 210007264, 1.000035, 30477, 30477, 30480, 0, 7902, 0, 0, 9, 532064, 181698524, 215892, 32552366, 30475.945823, 30478.945719, 0.000000
9863, 6, 7.000161, 210002754, 1.000013, 30545, 30545, 30540, 0, 7919, 0, 0, 5, 532146, 181873916, 215671, 32171538, 30544.599429, 30539.599495, 0.000000
9863, 7, 8.000170, 210001738, 1.000008, 30531, 30531, 30533, 0, 7915, 0, 0, 1, 525633, 181941500, 212336, 32177717, 30530.747322, 30532.747305, 0.000000
