ThreadID, cIDX, Time, cycles, deltaT, RX, OnRX, TX, SupTX, OnTX, Idle, OnIdle, Blocked, CacheMiss, CacheHit, CacheWB, CPUIdle, RX/s, TX/s, Sup/s
9378, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
9378, 0, 1.000002, 210000521, 1.000002, 31567, 31567, 31580, 0, 7895, 0, 0, 1, 0, 0, 0, 28467573, 31566.921684, 31579.921652, 0.000000
9378, 1, 2.000041, 210008175, 1.000039, 31636, 31636, 31628, 0, 7907, 0, 0, 0, 0, 0, 0, 28247745, 31634.768504, 31626.768815, 0.000000
9378, 2, 3.000052, 210002247, 1.000011, 31679, 31679, 31681, 0, 7921, 0, 0, 9, 0, 0, 0, 28262653, 31678.661038, 31680.661017, 0.000000
9378, 3, 4.000054, 210000335, 1.000002, 31745, 31745, 31721, 0, 7930, 0, 0, 10, 0, 0, 0, 28286668, 31744.949359, 31720.949398, 0.000000
9378, 4, 5.000061, 210001444, 1.000007, 31663, 31663, 31678, 0, 7919, 0, 0, 7, 0, 0, 0, 28522152, 31662.782281, 31677.782178, 0.000000
9378, 5, 6.000144, 210017581, 1.000084, 31639, 31639, 31628, 0, 7907, 0, 0, 7, 0, 0, 0, 29029636, 31636.351435, 31625.352356, 0.000000
9378, 6, 7.000393, 210052252, 1.000249, 31645, 31645, 31664, 0, 7916, 0, 0, 4, 0, 0, 0, 28969512, 31637.128080, 31656.123354, 0.000000
9378, 7, 8.000511, 210024804, 1.000118, 31741, 31741, 31720, 0, 7930, 0, 0, 0, 0, 0, 0, 28786799, 31737.251377, 31716.253857, 0.000000
