ThreadID, cIDX, Time, cycles, deltaT, RX, OnRX, TX, SupTX, OnTX, Idle, OnIdle, Blocked, CacheMiss, CacheHit, CacheWB, CPUIdle, RX/s, TX/s, Sup/s
893, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
893, 0, 1.000020, 210004249, 1.000020, 27264, 27264, 27266, 0, 6817, 0, 0, 0, 0, 0, 0, 28477573, 27263.448370, 27265.448329, 0.000000
893, 1, 2.000023, 210000560, 1.000003, 27095, 27095, 27096, 0, 6774, 0, 0, 1, 0, 0, 0, 28584249, 27094.927747, 27095.927744, 0.000000
893, 2, 3.000116, 210019449, 1.000093, 27117, 27117, 27114, 0, 6778, 0, 0, 0, 0, 0, 0, 28836484, 27114.488811, 27111.489089, 0.000000
893, 3, 4.000220, 210022024, 1.000105, 27155, 27155, 27152, 0, 6788, 0, 0, 0, 0, 0, 0, 28725065, 27152.152386, 27149.152700, 0.000000
893, 4, 5.000259, 210008075, 1.000038, 27136, 27136, 27140, 0, 6785, 0, 0, 0, 0, 0, 0, 28986082, 27134.956596, 27138.956443, 0.000000
893, 5, 6.000394, 210028396, 1.000135, 27068, 27068, 27064, 0, 6766, 0, 0, 0, 0, 0, 0, 29382297, 27064.340386, 27060.340926, 0.000000
893, 6, 7.000399, 210000935, 1.000004, 27084, 27084, 27088, 0, 6772, 0, 0, 0, 0, 0, 0, 29386610, 27083.879412, 27087.879394, 0.000000
893, 7, 8.000449, 210010552, 1.000050, 27168, 27168, 27172, 0, 6793, 0, 0, 0, 0, 0, 0, 29135295, 27166.634941, 27170.634740, 0.000000
